City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
575,Paysandu,UY,69.6,overcast clouds,-32.3214,-58.0756,Gran Hotel Paysandú
576,Tawau,MY,78.93,light rain,4.2498,117.8871,Shervinton Executive Boutique Hotel
578,Iracoubo,GF,87.21,overcast clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
579,Lixourion,GR,73.26,scattered clouds,38.2019,20.4314,Hotel Summery
581,Vila Franca Do Campo,PT,73.81,few clouds,37.7167,-25.4333,Pestana Bahia Praia
582,Port Orange,US,82.06,broken clouds,29.1383,-80.9956,"Holiday Inn Express & Suites Oceanfront Daytona Beach Shores, an IHG Hotel"
583,Nichinan,JP,75.76,broken clouds,31.6,131.3667,Guest House Aki
586,Hirara,JP,82.65,few clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
587,Havelock,US,75.18,few clouds,34.8791,-76.9013,Sherwood Motel
589,Zhob,PK,75.13,clear sky,31.3411,69.4481,ROOM # 105 DUBAI HOTEL ZHOB
590,Camacha,PT,72.36,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
591,Manacor,ES,75.31,clear sky,39.5696,3.2096,Hotel Can Guixa
593,Savannah Bight,HN,84.99,broken clouds,16.45,-85.85,Villa on Dunbar Rock
596,Pakxe,LA,74.26,overcast clouds,15.1167,105.7833,Champasak Palace Hotel
598,San Patricio,US,82.85,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
600,Rabo De Peixe,PT,72.91,few clouds,37.8,-25.5833,Quinta das Giestas
601,Lima,PE,61.14,mist,-12.0432,-77.0282,Gran Hotel Bolivar Lima
602,Wageningen,NL,64.94,few clouds,51.9667,5.6667,Fletcher Hotel-Restaurant De Wageningsche Berg
603,Pitimbu,BR,86.59,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
604,Port Moresby,PG,76.42,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
605,Sweetwater,US,88.02,scattered clouds,25.7634,-80.3731,Li'l Abner Mobile Home Park
606,Blackwater,AU,65.97,clear sky,-23.5833,148.8833,Blackwater Motor Inn
607,Marawi,PH,64.65,light rain,7.9986,124.2928,Derogongan Residence
608,Jiangyou,CN,61.23,light rain,31.7667,104.7167,Shangping Shuyuan Inn
610,Muroto,JP,76.91,few clouds,33.2833,134.15,Oota Ryokan
613,Nantucket,US,66.31,scattered clouds,41.2835,-70.0995,Jared Coffin House
614,Bartica,GY,89.92,broken clouds,6.4,-58.6167,Sloth Island Nature Resort
615,Daliang,CN,78.71,light rain,22.8504,113.247,Shunde New World Hotel
616,Rawson,AR,67.24,clear sky,-43.3002,-65.1023,Hosteria Sampedro
617,Pirassununga,BR,83.86,scattered clouds,-21.9961,-47.4258,Hotel Premium Pirassununga
618,Kruisfontein,ZA,65.88,clear sky,-34.0033,24.7314,Oyster Bay House Rental
620,Armeria,MX,83.5,broken clouds,18.9333,-103.9667,Hotel la Herradura
621,Conde,BR,85.46,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
623,Tiruchchendur,IN,82.35,overcast clouds,8.4833,78.1167,Hotel Udhayam International
629,Barao De Melgaco,BR,86.52,broken clouds,-16.1944,-55.9675,Tuiuiu Pantanal Hotel
631,Isangel,VU,62.71,scattered clouds,-19.55,169.2667,Tanna Lodge
632,Vieste,IT,63.1,overcast clouds,41.8825,16.175,Hotel Falcone
637,Chulumani,BO,77.34,broken clouds,-16.4096,-67.5263,Hotel Cabanas Paradise
638,Shimoda,JP,69.1,few clouds,34.6667,138.95,Shimoda Tokyu Hotel
641,Merauke,ID,79.39,broken clouds,-8.4667,140.3333,
642,Alexandria,EG,77.0,clear sky,31.2156,29.9553,Royal Crown Hotel
643,Rincon,US,77.86,broken clouds,32.296,-81.2354,Days Inn Rincon
645,Wajima,JP,69.51,scattered clouds,37.4,136.9,Wajiima Onsen Yashio
646,Poum,NC,72.48,broken clouds,-20.2333,164.0167,Gîte kajeon
650,Mahajanga,MG,80.62,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
651,Excelsior Springs,US,73.27,clear sky,39.3392,-94.2261,The Elms Hotel & Spa
652,Bugiri,UG,68.49,moderate rain,0.5714,33.7417,Gilgal Guest House
654,Guaiba,BR,71.51,broken clouds,-30.1139,-51.325,Hotel Guaíba
657,Coquimbo,CL,60.53,few clouds,-29.9533,-71.3436,Punto de encuentro
658,Quatre Cocos,MU,73.51,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
659,Whithorn,JM,83.46,broken clouds,18.2604,-78.0378,Sunset Heal
662,Pietersburg,ZA,85.05,scattered clouds,-23.9045,29.4688,Bed and Breakfast @ Reggies B&B
663,Freeport,US,69.53,scattered clouds,40.6576,-73.5832,The Freeport Inn and Marina
667,Nangalisan,PH,65.66,broken clouds,16.4,120.55,Paladin Hotel
669,Marsh Harbour,BS,82.53,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
670,Hidalgotitlan,MX,78.82,overcast clouds,17.7833,-94.6333,
671,San Policarpo,PH,79.88,moderate rain,12.1791,125.5072,Agapita M. Nicart
673,Moreira Sales,BR,64.87,heavy intensity rain,-24.0622,-53.0069,Casa Cristo Rei
674,Nan,TH,73.47,overcast clouds,18.8333,100.6667,สะเนียน2
675,Telfs,AT,64.56,clear sky,47.3,11.0667,Hotel Munde
676,Aragarcas,BR,86.65,clear sky,-15.8975,-52.2508,Hotel Pousada Tropical
677,Salalah,OM,82.49,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
679,Ternate,ID,81.09,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
680,Nago,JP,82.47,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
